transaction_id,transaction_datetime,merchant_id,transaction_type,transaction_amount,transaction_status
5fe2b35d-c0a6-41e2-b9ff-405a515ad1c6,2025-04-09 19:15:19,M001,delivery,41.65,completed
206420a1-4440-4dd8-8ab2-ba41a1086c6e,2025-04-09 20:31:16,M005,delivery,39.19,pending
c96b6c46-e7d2-44b2-8f6e-35cee3a5ccb7,2025-04-09 20:35:07,M003,takeaway,1.5004496951241455,completed
91404a9c-90ff-444f-94ad-c821c90081a4,2025-04-09 23:27:07,M005,delivery,51.0,completed
c758abf7-c236-4033-82c4-79a0928a45ee,2025-04-09 23:44:57,M002,delivery,97.06,pending
84196e27-f289-4eef-be59-ffbf93b0cbc4,2025-04-10 07:56:56,M005,delivery,16.69,completed
42b69fb6-3b35-4bfc-8262-8b38dde2168e,2025-04-10 08:01:30,M004,dine_in,37.2,completed
4c2e8f2d-a2c3-49fb-b2e4-7e4bd80c847b,2025-04-10 09:42:58,M004,delivery,57.23,completed
a258b47c-0700-4eab-bdd1-cb1c3fcf5636,2025-04-10 09:52:08,M005,takeaway,113.16,completed
363ea07b-978b-4a2f-acea-92d4c781f56f,2025-04-10 10:43:38,M002,delivery,6.503172501030948,completed
f4a2acce-0797-4e95-aead-3568197aadb3,2025-04-10 11:05:14,M005,delivery,108.4,failed
24943c47-2dfd-433c-bb07-370d154721b9,2025-04-10 11:29:53,M004,takeaway,34.56,failed
9bd0efa2-710b-4326-9c59-cee81bb57e47,2025-04-10 12:53:56,M004,delivery,89.28,completed
15457d1d-7d5b-4317-82d3-1300651a75b1,2025-04-10 13:47:58,M001,takeaway,45.97,failed
257749d8-51d3-4f72-85c0-c1be052d67b0,2025-04-10 14:24:05,M001,dine_in,38.25,completed
59f8db01-92b1-4b68-9da1-f6dcffddbfeb,2025-04-10 16:22:13,M005,takeaway,97.04,completed
f0139495-6934-4057-b02b-86d60021ead5,2025-04-10 23:35:42,M003,dine_in,56.2,completed
5b57bb4e-80dc-4bcd-a72f-f9e9a92fe742,2025-04-11 01:11:54,M003,dine_in,24.11,completed
8bea4fcb-2907-4ab5-8cca-4a7d53d7609b,2025-04-11 01:57:44,M003,dine_in,21.68,completed
c15d39e2-fd7d-418c-b0a6-430250329b67,2025-04-11 04:55:28,M004,dine_in,9.04,pending
3017747d-91b3-42d8-9ece-60199e9034ea,2025-04-11 06:16:32,M004,dine_in,43.25,completed
1d9dcdf6-0ca9-4329-8bfe-07eb836e3f1d,2025-04-11 06:34:13,M005,takeaway,78.69,completed
31ebafc3-60ef-4d04-b3ce-8a04903b24de,2025-04-11 07:06:53,M002,takeaway,38.98,completed
a0422c9e-38f0-4d4d-864d-be4487932077,2025-04-11 10:11:04,M001,takeaway,61.52,completed
faa8a91e-e0c0-45bc-bf50-168811ce7505,2025-04-11 12:57:01,M002,delivery,50.17,completed
227cc419-af6e-4db7-9754-09864e4eae41,2025-04-11 13:38:35,M002,delivery,25.03,completed
f7273f9b-a533-45b7-9af4-e9b120d13497,2025-04-11 15:09:13,M001,dine_in,44.77,completed
b8967e26-af87-4f75-88e9-aa92188eef22,2025-04-11 17:24:07,M003,delivery,52.7,completed
76807069-b248-4a31-abb8-a340333373a1,2025-04-11 18:41:02,M004,dine_in,52.44,completed
a909b4bf-0d34-4598-8bf5-1a847834d073,2025-04-11 20:13:16,M005,takeaway,9.357675059038547,completed
2dd70e25-2044-4a34-be24-76173dca3764,2025-04-11 21:05:47,M005,dine_in,80.15,completed
8533747d-5faa-40a4-a6b5-232ca194947f,2025-04-11 22:23:09,M002,takeaway,93.72,completed
30dd1b64-00cb-439b-a6da-2894a47a10c7,2025-04-11 23:32:39,M004,takeaway,48.99,completed
36f5e433-2552-4876-9ca8-4d47287aeb08,2025-04-11 23:40:28,M004,takeaway,12.01,completed
ace4551b-53a0-42b3-80f5-5ac522732f12,2025-04-12 01:05:09,M004,delivery,45.04,completed
d39b765f-d32e-4ff1-800a-ae9a350cf04e,2025-04-12 03:14:31,M001,dine_in,56.76,completed
b36f89c1-81f0-44bb-99b6-877a708fede4,2025-04-12 03:39:18,M002,delivery,48.26,completed
7e35c832-b80d-4a5b-bb59-8fe3ce9612a1,2025-04-12 06:04:00,M005,delivery,49.79,completed
2f173155-b79c-4615-8805-b09a14de7b3b,2025-04-12 11:38:55,M001,delivery,48.23,completed
6c578971-435a-4200-aaa7-e29e79b9a2c8,2025-04-12 12:32:35,M004,delivery,5.24,completed
ad5d81d3-354b-4290-8864-cf572f609415,2025-04-12 15:22:13,M004,takeaway,21.88,completed
36359688-bd38-446f-9865-a037944e235f,2025-04-12 16:23:19,M003,delivery,32.67,completed
2e0c52e1-5898-46d8-908d-57da7647bd45,2025-04-12 16:45:18,M002,delivery,66.59,completed
570e44b0-ed6f-4704-8532-1e3b75c7e6f2,2025-04-12 20:27:31,M002,delivery,80.11,completed
2a8ef0e2-13ad-41a7-9a42-0889891912cc,2025-04-12 23:35:57,M004,delivery,74.85,completed
137723f4-056d-4b4d-8630-4fb75388e202,2025-04-13 00:21:04,M001,delivery,77.64,completed
f9a802ac-d50f-44c3-8a77-8ee0af9dfe11,2025-04-13 03:12:00,M004,takeaway,83.12,completed
a142176f-e2d5-46b8-b866-f87774e5b920,2025-04-13 05:20:13,M002,dine_in,106.6,completed
9bda4dc9-db4c-4a49-8d3c-54745cf29608,2025-04-13 07:08:21,M001,delivery,3.89,failed
c1a7b3ea-162a-45aa-930c-1e0f2f47f80b,2025-04-13 15:52:32,M004,dine_in,3.2199275422486586,completed
b94bd42a-43b0-43bb-82d6-dbceda2263e6,2025-04-13 17:04:24,M002,delivery,73.19,completed
23aae7a3-afd1-423b-b466-717d2b071741,2025-04-13 17:50:51,M005,delivery,80.38,completed
039d70f4-0006-4b7b-9646-d07b36aa05bb,2025-04-13 18:48:55,M003,dine_in,72.68,completed
ecc4d3c4-91fb-4d74-9b66-47aa75dc9795,2025-04-13 19:26:54,M004,dine_in,64.34,completed
1a36a015-3c37-478a-8d02-876ce679b5b2,2025-04-13 20:02:06,M004,delivery,69.78,completed
51a86040-8d0e-4482-b4a2-dcc09d94c894,2025-04-13 21:49:41,M003,takeaway,17.7,failed
88ed95b9-8c7c-4d63-8914-611c11806c05,2025-04-13 21:55:41,M002,delivery,22.55,failed
0e73a2f5-c5dc-48b2-88ef-cf55dfd5cd22,2025-04-13 22:20:53,M003,delivery,58.03,completed
46ea5264-a78b-4f5e-ae96-631fc160c25d,2025-04-14 02:26:15,M003,delivery,75.13,completed
3daafad7-d34a-47b0-a1b0-5b67606ca847,2025-04-14 02:30:04,M001,dine_in,87.05,completed
d4ebe617-90cc-4c9f-bd13-7040b385f762,2025-04-14 04:50:26,M001,takeaway,4.26,pending
4150045b-7c1e-4842-a6ee-157d664861de,2025-04-14 05:06:30,M005,takeaway,67.1,completed
9ba67db9-9fd1-48c3-8944-12cdcadf49d1,2025-04-14 08:37:43,M004,takeaway,76.2,completed
49c9e240-9f0f-45d7-9d90-ac354caf595a,2025-04-14 10:31:35,M002,dine_in,13.43,pending
0d68a6fd-00c8-4fa5-a0bd-21d4864f77cc,2025-04-14 14:17:10,M004,takeaway,49.28,completed
39808690-f438-4176-9aa6-a059b210b330,2025-04-14 17:07:25,M002,dine_in,58.55,completed
c34094c5-c70e-412e-8d03-6859f922b979,2025-04-14 18:25:27,M002,delivery,65.73,pending
e826da3a-bf2a-414d-b935-a0e194adf040,2025-04-14 18:40:34,M005,delivery,73.33,completed
71471f65-5d99-4598-99f9-81a05f12726f,2025-04-14 21:18:06,M002,takeaway,7.6516027834543525,pending
2ffd1d24-a6b5-4f35-bdf4-20bae5bc6463,2025-04-14 23:37:30,M005,dine_in,45.96,completed
4f77f01d-5a98-43f1-9d29-6fc2a53a6a84,2025-04-15 00:27:04,M002,dine_in,3.497182117524586,completed
646d3e08-8a49-499d-8749-fc84fa914ffd,2025-04-15 01:24:46,M002,delivery,76.66,completed
d7a28ece-39ea-4d3a-8028-2cdc7e5a57fb,2025-04-15 03:12:13,M003,takeaway,80.11,pending
eb6940f5-364b-4405-ab5b-2398df970028,2025-04-15 04:53:15,M004,takeaway,37.68,completed
b17ea7f4-9929-440c-bb36-5f05e65f8655,2025-04-15 07:47:40,M001,delivery,26.54,completed
71024444-8c95-44e2-987d-e01d085fd48f,2025-04-15 07:53:44,M003,delivery,57.95,completed
ae76e0b3-dce7-4bd1-9b9a-f10212a36891,2025-04-15 12:14:11,M001,dine_in,36.84,completed
8875921a-4b4c-4efc-bfcf-f9cc91e07ad6,2025-04-15 12:32:18,M001,delivery,16.38,completed
693d0de2-7771-421c-8105-34262126ab9e,2025-04-15 14:43:34,M001,dine_in,28.14,completed
094c86f9-3832-4cf1-bd05-621e4f267e82,2025-04-15 17:21:22,M002,dine_in,43.42,completed
c8ed1570-2464-466b-ac4b-942d59f41661,2025-04-15 22:56:52,M001,delivery,19.01,completed
80d1f317-0657-429b-b57e-7519c31aeed3,2025-04-16 06:30:49,M002,takeaway,45.16,completed
8c26aea6-81d7-4a26-bf6b-c8bba7897730,2025-04-16 06:48:14,M003,takeaway,39.15,completed
db047328-d076-4108-b925-48ca22784cf7,2025-04-16 07:27:35,M004,delivery,3.42,completed
51f554a4-d68d-41ca-a79b-fa218dcd6c21,2025-04-16 07:37:09,M005,dine_in,58.13,completed
aeb18b2e-b1d6-4044-a3e9-7a9b8221b4b5,2025-04-16 08:56:04,M004,takeaway,60.28,completed
7ab8eec3-f936-44fa-8995-e3750a1f1d56,2025-04-16 09:03:33,M002,takeaway,19.14,completed
7947a33e-62fb-4968-a1cf-a255aa763628,2025-04-16 10:42:07,M002,takeaway,81.41,completed
5d52e6a9-6f35-42de-8a60-0ba5e11806d5,2025-04-16 11:30:22,M004,dine_in,15.1,completed
37f5b4c0-3511-40ac-be36-2c3f98aadbdd,2025-04-16 16:51:34,M005,dine_in,57.54,completed
a995d7bf-ec88-4c02-ad69-ad68c4574396,2025-04-16 16:56:44,M002,delivery,27.16,completed
0795eba8-d426-4d60-b75d-5c6276738283,2025-04-16 20:39:32,M002,takeaway,20.06,completed
00b2e38b-2abf-411f-8d97-ecda38c5cbdb,2025-04-16 21:01:04,M001,delivery,84.36,completed
a14a4ee7-6a12-4538-9252-8737cd967334,2025-04-16 22:05:30,M001,dine_in,52.62,completed
f3b6a48c-5701-4053-8a5f-adde3ac826fe,2025-04-16 22:11:00,M002,takeaway,85.96,completed
0617ba77-ce35-43b5-9bd6-b4ef608142c0,2025-04-16 23:21:03,M004,delivery,59.51,completed
b2d818bd-5161-43f5-8707-223528cf88c2,2025-04-16 23:32:58,M002,delivery,35.49,completed
0b87d8fd-6ed6-4064-8026-5c7ee9e68de1,2025-04-17 01:21:12,M005,dine_in,44.27,failed
a8611ab4-dbbb-412c-afbc-f07e4ccc1ac8,2025-04-17 02:18:10,M002,takeaway,106.74,completed
05612ae1-1f1a-46aa-bbdb-704354e240a9,2025-04-17 02:32:21,M001,dine_in,30.58,completed
c0bc910f-b643-451c-a71f-f7169ad8896f,2025-04-17 02:44:53,M003,takeaway,11.29,completed
f3c5b8ff-eee8-42bd-a717-ee68ecefc0b0,2025-04-17 03:02:32,M003,delivery,21.0,completed
e8ad932d-08b3-41e6-8c3c-c701c7c6b2a4,2025-04-17 05:20:10,M004,dine_in,20.18,completed
9285e688-3102-46f1-9977-d4375a488e42,2025-04-17 08:21:36,M003,dine_in,93.0,failed
9562ba72-9c7c-45a4-a02d-8625be7e5bd1,2025-04-17 09:12:20,M005,dine_in,122.44,pending
cc4b11a8-2025-40a2-9dad-715b27d008a2,2025-04-17 15:18:03,M004,delivery,67.99,completed
22cbfd36-6681-404f-a7ee-727bef48fe1d,2025-04-17 15:27:15,M005,delivery,16.98,completed
03916add-6bce-4447-9ae9-32228ab52e10,2025-04-17 18:19:26,M005,takeaway,4.02,completed
1b70dc31-5f01-4e41-8150-ca7523e62855,2025-04-17 21:49:17,M003,takeaway,1.0925604634212283,completed
95c9f4a7-70cc-4e32-85b4-10558ba36567,2025-04-18 00:14:27,M003,dine_in,41.74,completed
e7bd3eb2-b73a-4662-be66-8442da554f86,2025-04-18 02:38:53,M005,takeaway,31.26,completed
c47dbca4-53f1-4110-8cf6-e311423dd533,2025-04-18 02:45:11,M002,dine_in,54.43,completed
2cdb4866-0424-4838-bc6d-37eb1529ce7f,2025-04-18 03:40:26,M001,takeaway,25.84,completed
7d4bda82-eca6-4034-96cf-643a7292e4d2,2025-04-18 06:36:19,M002,delivery,93.36,completed
c06e83ae-ed19-4024-8235-0ee016cee70c,2025-04-18 08:16:30,M002,takeaway,76.54,completed
f4a6a278-58f2-49b2-9c5a-429780789693,2025-04-18 10:30:01,M004,delivery,51.77,completed
f6531074-9873-473f-9344-4df58270e305,2025-04-18 14:24:53,M001,dine_in,88.69,completed
3b025878-c6e4-49b1-b1ea-cc9eadf457de,2025-04-18 23:56:11,M005,delivery,40.4,completed
ab444680-4a5a-4ee3-96bf-7230937dabaa,2025-04-19 02:23:05,M002,takeaway,51.49,completed
71cd2b16-e7f3-4741-80fc-3bdf9cd3d998,2025-04-19 09:43:29,M005,dine_in,51.96,completed
8e504d72-c1a4-4a05-a54c-674b9aaa45ae,2025-04-19 10:04:39,M005,dine_in,31.97,completed
13c13eab-659b-474e-9ada-38999ec3bca2,2025-04-19 11:15:55,M003,dine_in,120.0,completed
80afa71c-46c3-4b5d-81ec-e5404d548bb3,2025-04-19 11:52:42,M004,delivery,45.16,completed
651455fc-8b7a-4102-912e-99bf0b95cd48,2025-04-19 14:17:04,M005,takeaway,66.37,completed
de5d39d9-04d9-4d59-92dd-1b0954cf99dd,2025-04-19 18:15:30,M001,takeaway,25.93,completed
4cabca95-d9ca-420a-a268-96d7ba605888,2025-04-19 22:53:13,M001,dine_in,68.07,pending
60475e76-3bbb-4311-ad00-4ca2407a2bb4,2025-04-19 23:52:58,M003,dine_in,69.0,completed
974e8667-c204-4425-8b09-6257739c6b41,2025-04-20 00:08:17,M004,delivery,60.22,completed
63527315-f359-4df6-aac8-4d7f2de5d75d,2025-04-20 05:09:33,M002,delivery,60.06,completed
973d7db3-509e-40a0-adff-f5fcbb94438b,2025-04-20 08:57:56,M003,delivery,8.356670625754983,completed
6d71d632-a801-4b5d-99f5-6df67ba0aab9,2025-04-20 12:23:33,M003,takeaway,84.86,completed
07b5b74d-6dcf-46c5-adf5-a3e76d49416c,2025-04-20 13:09:58,M001,takeaway,52.35,completed
54137f7a-bbfd-4824-bc46-3d98c0975ed4,2025-04-20 14:52:27,M001,delivery,77.12,completed
2f25ca21-7a26-4151-b291-1e8342766947,2025-04-20 19:59:41,M003,takeaway,83.02,completed
29d70161-b1ee-4e9d-9971-8b0f102273b4,2025-04-20 22:33:20,M005,delivery,58.4,completed
46d1917a-3e7f-42c2-90be-46198a6ea2a7,2025-04-20 22:34:01,M001,delivery,4.45,completed
9becd9ea-03d9-475e-81ea-ec4f896ba0e2,2025-04-20 23:28:37,M005,takeaway,28.73,pending
f5ab45d4-2229-4139-8678-72d3f613b0db,2025-04-21 01:49:19,M005,takeaway,92.32,failed
44395c0d-4965-4bdc-8c24-7b15f1b3646f,2025-04-21 06:32:51,M005,takeaway,60.95,completed
6cd511e3-6488-4ec3-8af1-3ec800ce084b,2025-04-21 06:47:32,M002,delivery,63.48,completed
fd6b6912-4b0a-4067-b1c3-58d9a6f53ef9,2025-04-21 09:11:00,M005,dine_in,45.22,completed
fd4c0b04-2ea2-43a6-b2de-dff0dc73d6a9,2025-04-21 09:36:31,M003,dine_in,7.356215462997359,completed
77482aaf-db5e-4e68-b2b1-0905756b3fab,2025-04-21 16:04:45,M005,delivery,24.05,completed
6b3d06ea-28dc-413a-9a5e-891e16acddc1,2025-04-21 16:50:09,M003,takeaway,43.21,completed
e49443b2-7ff1-4d04-be27-27c313ecc31e,2025-04-21 20:15:54,M004,dine_in,21.58,completed
1fcb77ae-e64b-455d-8a4f-ae536c7b66b2,2025-04-21 22:25:23,M004,takeaway,70.02,completed
39b53ef7-a731-4904-ba4a-87f4139e7d96,2025-04-21 23:00:23,M003,delivery,22.42,completed
b4640e85-608a-4025-92cf-672572f12383,2025-04-22 00:38:33,M004,takeaway,36.92,completed
4f1ea77d-0e67-477c-b36a-4183e586bb21,2025-04-22 02:31:55,M002,dine_in,9.712687433056601,completed
11fa0f31-6486-4cd7-bb53-7452e650a09a,2025-04-22 04:52:43,M004,takeaway,71.64,failed
8f25ea29-1f5f-459d-81e1-d0b68d87d6b4,2025-04-22 06:34:35,M004,delivery,47.35,completed
cec87d00-9dda-45ac-ab04-ae6e24c2fd25,2025-04-22 09:36:07,M005,delivery,65.09,completed
6ae1dd80-00c9-4faf-b611-b30b5d146383,2025-04-22 18:49:03,M003,takeaway,43.43,pending
7f69e5db-460d-42fb-bf94-0540bdcf615c,2025-04-23 01:26:31,M004,takeaway,62.85,completed
b045663c-7775-4568-8756-c98e8859d452,2025-04-23 01:52:10,M004,delivery,52.85,completed
f3557f0e-fb42-4cdd-a554-68aff97970f2,2025-04-23 02:54:49,M004,takeaway,46.14,failed
b0e03726-cb97-4400-bd21-888ac306bad5,2025-04-23 04:59:07,M001,delivery,67.89,completed
53026e29-53a1-47ff-a493-55fcbba14b7e,2025-04-23 05:16:14,M002,delivery,69.26,completed
b571e192-a3e8-47af-9d7c-978d498c9b5d,2025-04-23 08:39:29,M005,takeaway,74.94,completed
6a046e62-d7e5-40c7-97eb-1ca0c0be024d,2025-04-23 15:24:05,M003,delivery,33.98,completed
4aeb7515-6214-461d-b394-9ec8d4f5e0ae,2025-04-23 19:14:04,M005,dine_in,56.11,completed
e49d4afa-a2a7-4b7c-9deb-21446bbfd3ea,2025-04-23 21:05:05,M004,delivery,47.75,completed
1dd8e81a-a6a6-44c8-adea-63634246e99d,2025-04-23 23:19:09,M001,dine_in,55.67,pending
17f7ccc7-b0ce-4735-84de-358666a30e9f,2025-04-24 06:52:14,M004,dine_in,96.58,completed
8492e06e-c749-4e1b-bd89-18735ef7ee59,2025-04-24 12:25:32,M001,delivery,37.8,completed
248237b7-2231-4d5c-b3af-03642895e136,2025-04-24 19:15:18,M004,dine_in,49.6,completed
134a785c-a296-4ead-8419-84e41d7252dd,2025-04-24 22:10:52,M004,dine_in,79.68,completed
32859571-2fc3-4ebe-88ab-8c187784f8e9,2025-04-24 22:48:40,M003,takeaway,83.77,completed
c559399c-d75b-4e23-aaec-67fb31c3bc70,2025-04-24 23:26:23,M003,takeaway,84.48,completed
3938fbcb-c274-4d04-bbaf-68e3aa47862f,2025-04-25 00:56:51,M002,delivery,14.59,completed
91905402-091e-40d2-a46f-a1d332361c30,2025-04-25 01:38:00,M005,takeaway,46.83,completed
97c6ef0f-23de-4826-a258-12db78157d89,2025-04-25 04:09:45,M004,dine_in,53.27,completed
609c58ef-56f1-42a4-ab4e-3009b49c091d,2025-04-25 07:54:55,M005,dine_in,55.93,completed
bd4ef55f-f46d-4289-95e5-bbf387d63c41,2025-04-25 11:25:35,M001,takeaway,25.39,pending
8b03ad61-604c-4110-9050-95704f88286c,2025-04-25 14:07:58,M001,dine_in,22.23,completed
f1462f10-a15d-466d-89e8-593e475faaba,2025-04-25 15:05:39,M002,dine_in,48.65,completed
6b855532-ac97-40a9-8272-5b9c7672fcae,2025-04-25 17:13:58,M005,delivery,71.71,completed
4f064316-bdb5-4f3a-9350-79ad697c2668,2025-04-25 17:44:47,M003,dine_in,50.91,completed
5f3cb2e4-9d3a-41ba-9d44-a782f6541e93,2025-04-25 18:42:42,M003,dine_in,58.48,failed
9f37f7ee-cbb7-4f6c-8515-71bd5306bf39,2025-04-25 18:55:01,M001,dine_in,66.7,completed
7df6490f-5670-430a-b72e-c3add158c1bb,2025-04-25 21:15:04,M001,takeaway,0.79,completed
55dc839b-b097-444b-b93a-1f21151bfa70,2025-04-25 23:24:00,M001,takeaway,62.28,failed
0320906a-9083-459f-9593-7ec5dcbf29f3,2025-04-26 00:18:48,M001,dine_in,54.81,completed
f9ed7d8a-0992-43e8-92e1-dc3cd9bc16f9,2025-04-26 04:59:13,M001,delivery,57.41,completed
a8cdabe2-d864-4966-a4be-a7b52d656a93,2025-04-26 05:16:44,M004,dine_in,72.91,completed
9aa1a645-ef65-405b-8349-39e114a489ad,2025-04-26 07:29:58,M004,takeaway,77.07,completed
a69a0ad4-9d0d-46be-a825-eb343c82cea0,2025-04-26 08:19:42,M003,dine_in,48.45,failed
219c4e53-fe12-4b55-8081-6e45489f5f0b,2025-04-26 11:32:32,M005,takeaway,76.97,pending
a7a65584-987e-4463-a7b9-9fa69ceb5c97,2025-04-26 12:48:31,M005,dine_in,20.92,completed
b45b37f6-81e2-4895-bf69-833996eca55b,2025-04-26 17:20:20,M004,takeaway,20.47,completed
978f229f-3869-417e-aece-dcefb3aa6de3,2025-04-26 20:21:43,M003,takeaway,36.46,completed
1e7dc46a-b97a-4d9a-9971-418685c3da08,2025-04-26 20:28:41,M004,takeaway,48.12,completed
0017e17c-f6b9-42aa-b2b7-3a8f2c479049,2025-04-26 23:57:02,M003,delivery,36.53,completed
5fd66fc0-2761-4a0c-a08e-45eaa4e8f67d,2025-04-27 02:27:31,M001,delivery,34.79,completed
f360cc2c-da19-4063-b3ae-ad9df4d12909,2025-04-27 04:15:59,M001,dine_in,33.74,completed
a8d3bead-dcc6-4fe9-aa59-2c5ba7182f09,2025-04-27 06:46:23,M005,takeaway,38.94,completed
ecb2e0e6-425d-438c-9be2-c1ef825b9c0c,2025-04-27 07:07:44,M002,delivery,24.25,pending
32446aab-6562-4010-81ce-00d7d3df1e8d,2025-04-27 15:12:44,M001,takeaway,5.513661643151497,completed
eb4c7348-ec14-4f9d-a50f-4db9aff07905,2025-04-27 15:57:17,M003,delivery,49.54,failed
77167a0e-a68f-4dcc-b329-0da664606fe6,2025-04-27 23:23:47,M003,dine_in,46.91,completed
627e88a8-3c6e-4e4a-956a-62918fc23f44,2025-04-27 23:47:56,M003,dine_in,104.35,completed
f14ba655-37b6-4dcc-ae62-f3a704ece49a,2025-04-27 23:51:52,M005,dine_in,60.6,completed
fab2f12f-23f7-4aa4-a9b5-4b5ddd8c6f38,2025-04-28 00:18:05,M001,delivery,56.1,failed
3291bbe5-8d70-46b6-a9cc-5ec4aa90f4bd,2025-04-28 02:56:16,M002,delivery,93.65,completed
09514186-775f-4bdb-b58d-2330d0113dac,2025-04-28 03:29:46,M004,takeaway,60.52,completed
5a111d96-9ff1-4e0a-bbe7-964c63798a19,2025-04-28 13:01:22,M005,takeaway,71.98,completed
633d58c4-f8de-4388-a917-6e86aca10cd3,2025-04-28 17:53:31,M002,delivery,100.43,completed
b08ddc7f-06a9-4a3d-b9ac-03ab2167d932,2025-04-28 19:36:56,M003,dine_in,55.77,completed
d9e21eb0-7335-4ef6-816d-2dcc9437c07f,2025-04-29 03:00:04,M002,takeaway,3.806914921873527,completed
d704698d-12f8-48f3-b808-be5abfef05bf,2025-04-29 03:33:10,M003,delivery,50.16,completed
6edb9dc1-7f27-4750-aca8-c10317772679,2025-04-29 05:48:19,M002,dine_in,70.91,completed
eed33665-b332-45b7-b182-c1b0ec95d60b,2025-04-29 06:22:55,M001,delivery,73.98,completed
cb10a74c-6c56-4ad0-94a8-98203f364e37,2025-04-29 07:14:21,M003,takeaway,49.07,completed
9f16bb19-477f-4308-a258-07c033594251,2025-04-29 07:52:53,M003,takeaway,88.24,completed
ca2061ee-58d6-438d-8c2f-d6507d35ac93,2025-04-29 10:30:57,M003,dine_in,3.389467666861651,completed
9478a244-1220-465a-b9e7-ab21fe0ee2d6,2025-04-29 12:05:46,M005,dine_in,53.05,completed
6a62ad18-4600-4af4-bf37-d7cdff9d4301,2025-04-29 16:51:56,M004,dine_in,28.66,completed
39015dd8-cf44-4060-b4cf-f5ae507d509f,2025-04-29 17:08:38,M003,dine_in,59.52,completed
73c8a14f-0df2-4c76-94e8-2c960a136472,2025-04-29 17:21:08,M001,delivery,74.84,completed
b8ed38e4-6e71-49e0-af2c-3b0dc0d98d3b,2025-04-29 17:47:01,M005,dine_in,42.34,completed
be848419-eab2-472c-bf59-09947f66bacb,2025-04-29 18:42:31,M005,dine_in,14.33,completed
abd101b2-9e29-444b-9115-e37247b89136,2025-04-29 19:25:28,M005,takeaway,68.71,completed
bf348fb3-1c35-4adf-8d94-792d636ddc2d,2025-04-29 21:44:20,M002,delivery,72.52,completed
f8272bf0-e0f9-404c-9748-f718a9315343,2025-04-30 00:49:57,M001,dine_in,50.21,completed
8ce267d5-6415-46db-9298-ece7115ab91d,2025-04-30 02:08:44,M001,takeaway,16.69,completed
cf1a5c98-1ade-42c6-bc1a-81a2eb267b06,2025-04-30 02:56:16,M004,dine_in,2.03,completed
75976198-582e-4e5e-b5af-9ea47939d4f4,2025-04-30 05:05:46,M003,dine_in,86.81,completed
91a46af1-8846-4f39-8173-566b099b09a7,2025-04-30 11:09:09,M001,takeaway,65.73,completed
aa613e15-3bdf-44bd-9054-14c527242d1a,2025-04-30 12:57:29,M005,takeaway,83.48,failed
c95bdad5-a518-4d5e-aa32-0d724a14c3eb,2025-04-30 14:56:16,M003,delivery,27.99,completed
3123625a-5353-428d-8d1e-caae3004bec5,2025-04-30 16:22:53,M004,takeaway,103.1,completed
6f2afbb1-13d3-45fb-9778-5a06b70a022e,2025-04-30 22:29:12,M003,delivery,37.7,completed
72fce81a-3a5e-4802-9c74-a2107cc4583e,2025-05-01 01:10:08,M001,dine_in,25.51,completed
aed6f344-9007-41bb-ab60-78563859c272,2025-05-01 02:24:16,M001,delivery,50.94,pending
b41d7f83-8d0d-4255-a61e-bafcb1a93201,2025-05-01 04:56:09,M002,delivery,63.56,completed
70c964f5-d46b-48a0-b9f1-92b12e88211c,2025-05-01 09:44:08,M001,delivery,44.59,completed
ecc073aa-8c06-4d41-8e78-b9972243e656,2025-05-01 09:47:46,M002,takeaway,11.53,completed
c0bceff7-cc2d-4c87-b0cb-18a3a054b4f4,2025-05-01 11:41:25,M004,takeaway,114.67,completed
ae65c8d5-cd67-4253-a608-76e3f370a44a,2025-05-01 17:46:07,M005,dine_in,37.17,completed
91bda41d-294c-4890-983a-c1cfe64f44e9,2025-05-01 18:38:34,M003,takeaway,67.38,completed
b51f4393-e6b2-4f20-bca9-9ba92a2c886a,2025-05-01 20:12:29,M005,delivery,23.42,completed
f8760850-1f2e-4d85-bfb8-8ebf31507b38,2025-05-02 12:45:54,M004,dine_in,77.01,completed
0de178b4-464a-4e73-b260-2aec258aa04a,2025-05-02 16:57:18,M003,dine_in,44.56,failed
5a0804af-a9b8-4e6f-b15a-871aad5dd172,2025-05-02 16:59:21,M003,delivery,35.05,completed
84e60d83-9e1e-4c36-9e53-4cf7dadc8212,2025-05-02 18:35:40,M004,takeaway,14.21,completed
ead01e16-22cd-4215-bce2-96077a317bd7,2025-05-02 18:56:55,M001,dine_in,41.0,completed
092cde0c-720c-4073-9d81-36d88abc7031,2025-05-02 23:40:54,M002,takeaway,54.35,failed
0538e959-4eb6-4fbf-b13d-0782b7eaed39,2025-05-03 01:46:15,M005,delivery,24.36,completed
31deaba9-deb2-4e5e-bc3b-dbc7ec5ab1ea,2025-05-03 04:34:11,M001,takeaway,80.82,completed
36b5eeeb-ec15-4412-b8e0-aa5a9900c98f,2025-05-03 06:41:20,M005,dine_in,1.8312447530024065,completed
9352ec97-9854-48bd-be9e-dd7967dfa4bf,2025-05-03 07:16:30,M002,delivery,57.11,completed
2f51c2fb-5a41-4e3f-86b1-fb65939043c6,2025-05-03 09:10:05,M002,takeaway,29.48,completed
7265ab87-6257-4a64-9655-a263bb0fb27c,2025-05-03 22:04:05,M002,dine_in,84.91,completed
d44acd6a-7517-49ff-94d6-2ed7090c8b04,2025-05-03 22:40:10,M004,takeaway,62.05,completed
